43:30.0	8.517	89.186	408.392714	-0.050677	0.036858	-0.004641
43:40.0	8.009	89.554	408.347583	-0.05072	0.036753	-0.004377
43:50.0	7.501	89.92	408.30511	-0.050761	0.036656	-0.00411
44:00.0	6.993	90.286	408.265321	-0.050799	0.036565	-0.003841
44:10.0	6.485	90.651	408.228238	-0.050834	0.036481	-0.003569
44:20.0	5.976	91.015	408.193884	-0.050866	0.036403	-0.003295
44:30.0	5.467	91.379	408.162278	-0.050895	0.036331	-0.00302
44:40.0	4.957	91.741	408.133439	-0.050922	0.036266	-0.002742
44:50.0	4.447	92.103	408.107384	-0.050946	0.036208	-0.002464
45:00.0	3.937	92.465	408.084128	-0.050968	0.036156	-0.002183
45:10.0	3.427	92.826	408.063685	-0.050987	0.03611	-0.001902
45:20.0	2.917	93.187	408.046067	-0.051003	0.036071	-0.001619
45:30.0	2.406	93.547	408.031283	-0.051017	0.036038	-0.001335
45:40.0	1.896	93.907	408.019344	-0.051028	0.036011	-0.001051
45:50.0	1.385	94.267	408.010255	-0.051036	0.035991	-0.000765
46:00.0	0.874	94.626	408.004022	-0.051042	0.035977	-0.00048
46:10.0	0.363	94.986	408.000649	-0.051045	0.035969	-0.000194
46:20.0	-0.147	95.345	408.000138	-0.051045	0.035968	0.000092
46:30.0	-0.658	95.705	408.002488	-0.051043	0.035973	0.000378
46:40.0	-1.169	96.064	408.0077	-0.051039	0.035984	0.000664
46:50.0	-1.68	96.424	408.015769	-0.051031	0.036002	0.000949
47:00.0	-2.19	96.784	408.026692	-0.051021	0.036026	0.001234
47:10.0	-2.701	97.144	408.040461	-0.051009	0.036056	0.001518
47:20.0	-3.211	97.504	408.057069	-0.050994	0.036093	0.001801
47:30.0	-3.722	97.865	408.076506	-0.050976	0.036136	0.002083
47:40.0	-4.232	98.226	408.098761	-0.050956	0.036185	0.002364
47:50.0	-4.742	98.588	408.123821	-0.050933	0.036241	0.002643
48:00.0	-5.251	98.951	408.151671	-0.050907	0.036303	0.002921
48:10.0	-5.76	99.314	408.182295	-0.050879	0.036372	0.003198
48:20.0	-6.269	99.678	408.215675	-0.050847	0.036447	0.003472
48:30.0	-6.778	100.042	408.251792	-0.050814	0.036528	0.003745
48:40.0	-7.287	100.408	408.290625	-0.050777	0.036617	0.004015
48:50.0	-7.794	100.774	408.332151	-0.050738	0.036711	0.004283
49:00.0	-8.302	101.141	408.376346	-0.050696	0.036813	0.004548
49:10.0	-8.809	101.51	408.423184	-0.050651	0.036921	0.004811
49:20.0	-9.316	101.879	408.472638	-0.050603	0.037036	0.005071
49:30.0	-9.822	102.25	408.524678	-0.050553	0.037157	0.005328
49:40.0	-10.328	102.622	408.579275	-0.0505	0.037286	0.005581
49:50.0	-10.833	102.995	408.636396	-0.050443	0.037421	0.005832
50:00.0	-11.337	103.37	408.696009	-0.050384	0.037563	0.006079
50:10.0	-11.841	103.746	408.758078	-0.050322	0.037712	0.006323
50:20.0	-12.345	104.124	408.822566	-0.050257	0.037868	0.006563
50:30.0	-12.847	104.503	408.889437	-0.050189	0.038032	0.006799
50:40.0	-13.349	104.884	408.958651	-0.050118	0.038202	0.007031
50:50.0	-13.85	105.267	409.030168	-0.050043	0.03838	0.007259
51:00.0	-14.351	105.651	409.103945	-0.049966	0.038565	0.007483
51:10.0	-14.85	106.037	409.179939	-0.049885	0.038758	0.007702
51:20.0	-15.349	106.426	409.258107	-0.049801	0.038958	0.007917
51:30.0	-15.847	106.816	409.338401	-0.049714	0.039165	0.008127
51:40.0	-16.344	107.209	409.420774	-0.049624	0.03938	0.008332
